event_id,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations
2801,2010-12-10,1291910400,27.1,24.8,25.8,30.9,24.8,26.4,24.4,92.44,6.1,,8.33,,,,,18.0,208.1,1007.7,98.4,9.8,,,0.0,05:51:09,1291931469,17:23:16,1291972996,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['98646099999', 'RPVM', '98644099999']"
883,2008-11-09,1226178000,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,06:19:27,1226200767,18:23:14,1226244194,0.41,,,,
5415,2013-08-29,1377756000,29.0,20.3,24.7,32.1,20.3,25.4,22.2,87.07,21.0,,16.67,,,,,14.0,118.2,1012.4,62.1,10.1,,,0.0,05:39:07,1377776347,18:05:45,1377821145,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['MHLE', '78708099999', '78721099999', 'MHLM', '78719099999', 'MHSC']"
8613,2012-03-30,1333090800,12.2,5.9,9.2,12.2,2.9,8.1,5.7,78.81,36.88,,100.0,,,,68.4,32.0,160.1,1006.9,83.9,10.5,,,0.0,06:59:26,1333115966,19:40:36,1333161636,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72690424231', '99999904141', '72691724284', 'KOTH', 'KRBG']"
8471,2015-09-29,1443520800,29.3,25.1,26.7,31.4,25.1,27.4,20.5,69.23,0.56,,37.5,,0.0,0.0,44.6,28.8,58.7,1013.8,68.9,15.5,,,0.0,06:22:08,1443543728,18:21:16,1443586876,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['91176022519', 'PHNL', 'PHNG', '91178022551', '91182022521', '91170022508']"
802,2008-09-21,1221934500,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,06:10:28,1221956728,18:20:25,1222000525,0.71,,,,
334,2007-10-29,1193634000,28.1,28.1,28.1,32.1,32.1,32.1,24.1,78.93,0.0,,0.0,,,,,31.3,,,90.0,9.0,,,0.0,05:47:43,1193654863,17:18:08,1193696288,0.58,Partially cloudy,Becoming cloudy in the afternoon.,wind,['78439099999']
2667,2010-10-31,1288497600,30.8,24.0,26.9,38.7,24.0,29.7,24.4,86.51,6.1,,8.33,,,,,24.1,96.0,1010.1,89.6,10.0,,,0.0,05:56:28,1288518988,17:41:36,1288561296,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['78970011634', 'TTPP', 'TTCP']"
1146,2009-09-08,1252339200,27.1,24.1,25.4,32.0,24.1,25.9,25.1,98.27,84.69,,33.33,,,,,25.9,221.1,1006.5,98.3,9.0,,,0.0,05:43:51,1252359831,18:02:15,1252404135,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['98432099999', '98429099999', '98428099999', '98427099999', '98430099999', '98433099999', '98425099999']"
405,2008-01-03,1199289600,10.2,6.1,8.0,10.2,6.1,7.8,5.4,83.87,0.0,,0.0,,,,,10.8,235.0,1026.1,47.1,2.2,,,0.0,07:49:05,1199317745,18:06:52,1199354812,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['57516099999']
