0,queryCost,latitude,longitude,resolvedAddress,address,timezone,tzoffset,description,days,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,datetime,datetimeEpoch,temp,feelslike,humidity,dew,precip,precipprob,snow,snowdepth,preciptype,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex,conditions,icon,stations,source
189,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-21,1634749200,89.3,76.2,81.1,99.7,76.2,85.3,75.0,82.7,1.02,76.1,,['rain'],0.0,0.0,8.3,5.1,135.3,1009.7,94.2,13.2,264.0,22.8,7.0,60.0,05:42:45,1634769765,17:33:06,1634812386,0.51,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,20:00:00,1634821200,78.4,78.4,89.7,75.1,0.06,61.9,0.0,0.0,,5.4,3.8,139.8,1010.3,13.2,100.0,102.3,0.4,1.0,30.0,"Rain, Overcast",rain,,fcst
190,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-21,1634749200,89.3,76.2,81.1,99.7,76.2,85.3,75.0,82.7,1.02,76.1,,['rain'],0.0,0.0,8.3,5.1,135.3,1009.7,94.2,13.2,264.0,22.8,7.0,60.0,05:42:45,1634769765,17:33:06,1634812386,0.51,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,21:00:00,1634824800,78.2,78.2,90.3,74.9,0.06,61.9,0.0,0.0,,4.0,3.1,141.7,1011.0,15.0,100.0,0.0,0.0,0.0,30.0,"Rain, Overcast",rain,,fcst
191,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-21,1634749200,89.3,76.2,81.1,99.7,76.2,85.3,75.0,82.7,1.02,76.1,,['rain'],0.0,0.0,8.3,5.1,135.3,1009.7,94.2,13.2,264.0,22.8,7.0,60.0,05:42:45,1634769765,17:33:06,1634812386,0.51,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,22:00:00,1634828400,77.5,77.5,91.8,74.7,0.07,61.9,0.0,0.0,,5.9,4.0,137.4,1010.3,12.6,100.0,0.0,0.0,0.0,30.0,"Rain, Overcast",rain,,fcst
192,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-21,1634749200,89.3,76.2,81.1,99.7,76.2,85.3,75.0,82.7,1.02,76.1,,['rain'],0.0,0.0,8.3,5.1,135.3,1009.7,94.2,13.2,264.0,22.8,7.0,60.0,05:42:45,1634769765,17:33:06,1634812386,0.51,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,,fcst,23:00:00,1634832000,76.8,76.8,93.3,74.6,0.07,61.9,0.0,0.0,,7.8,4.8,133.1,1009.7,10.2,100.0,0.0,0.0,0.0,30.0,"Rain, Overcast",rain,,fcst
193,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,00:00:00,1634835600,76.2,76.2,94.8,74.4,0.07,61.9,0.0,0.0,['rain'],9.6,5.6,128.8,1009.0,7.8,100.0,0.0,0.0,0.0,30.0,"Rain, Overcast",rain,,fcst
194,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,01:00:00,1634839200,76.4,76.4,93.9,74.3,0.05,47.5,0.0,0.0,,7.5,4.7,131.2,1009.0,8.1,98.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
195,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,02:00:00,1634842800,76.6,76.6,92.9,74.3,0.05,47.5,0.0,0.0,,5.4,3.8,133.5,1009.0,8.4,96.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
196,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,03:00:00,1634846400,76.7,76.7,92.0,74.2,0.05,47.5,0.0,0.0,['rain'],3.4,2.9,135.9,1009.0,8.6,94.0,0.0,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
197,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,04:00:00,1634850000,76.9,76.9,92.0,74.4,0.01,47.5,0.0,0.0,,3.6,3.1,107.3,1009.7,10.7,91.9,5.7,0.0,0.0,10.0,"Rain, Overcast",rain,,fcst
198,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,05:00:00,1634853600,77.1,77.1,91.9,74.6,0.01,47.5,0.0,0.0,,3.8,3.4,78.7,1010.3,12.9,89.7,11.3,0.0,0.0,10.0,"Rain, Partially cloudy",rain,,fcst
199,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,06:00:00,1634857200,77.3,77.3,91.9,74.7,0.01,47.5,0.0,0.0,,4.0,3.6,50.1,1011.0,15.0,87.6,17.0,0.1,0.0,10.0,"Rain, Partially cloudy",rain,,fcst
200,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,07:00:00,1634860800,79.6,79.6,86.4,75.1,0.01,42.9,0.0,0.0,,3.4,3.1,54.9,1011.0,15.0,70.6,193.3,0.7,2.0,30.0,Partially cloudy,partly-cloudy-day,,fcst
201,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,08:00:00,1634864400,81.8,88.6,81.0,75.3,0.01,42.9,0.0,0.0,,2.7,2.5,59.7,1011.0,15.0,53.7,369.7,1.3,4.0,30.0,Partially cloudy,partly-cloudy-day,,fcst
202,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,09:00:00,1634868000,84.1,92.6,75.5,75.6,0.01,42.9,0.0,0.0,,2.0,2.0,64.5,1011.0,15.0,36.7,546.0,2.0,5.0,30.0,Partially cloudy,partly-cloudy-day,,fcst
203,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,10:00:00,1634871600,84.8,93.6,73.5,75.5,0.04,42.9,0.0,0.0,,2.5,2.5,95.3,1010.0,12.9,57.8,603.0,2.2,6.0,30.0,Partially cloudy,partly-cloudy-day,,fcst
204,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,11:00:00,1634875200,85.6,94.6,71.5,75.4,0.04,42.9,0.0,0.0,,2.9,2.9,126.2,1009.0,10.8,78.9,660.0,2.4,7.0,30.0,Partially cloudy,partly-cloudy-day,,fcst
205,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,12:00:00,1634878800,86.3,95.5,69.5,75.3,0.04,42.9,0.0,0.0,['rain'],3.4,3.4,157.0,1008.0,8.8,100.0,717.0,2.6,7.0,30.0,Overcast,cloudy,,fcst
206,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,13:00:00,1634882400,86.3,95.7,69.7,75.4,0.02,81.0,0.0,0.0,,3.4,3.1,140.2,1007.7,10.8,100.0,672.0,2.4,7.0,30.0,"Rain, Overcast",rain,,fcst
207,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,14:00:00,1634886000,86.4,96.0,69.8,75.4,0.02,81.0,0.0,0.0,,3.5,2.9,123.4,1007.3,12.9,99.9,627.0,2.3,6.0,60.0,"Rain, Overcast",rain,,fcst
208,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,15:00:00,1634889600,86.4,96.2,70.0,75.5,0.02,81.0,0.0,0.0,,3.6,2.7,106.6,1007.0,15.0,99.9,582.0,2.1,6.0,60.0,"Rain, Overcast",rain,,fcst
209,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,16:00:00,1634893200,83.9,92.0,75.6,75.2,0.09,81.0,0.0,0.0,,4.5,3.7,109.9,1007.7,15.0,99.9,493.0,1.8,5.0,30.0,"Rain, Overcast",rain,,fcst
210,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,17:00:00,1634896800,81.3,87.4,81.2,74.9,0.09,81.0,0.0,0.0,,5.4,4.8,113.2,1008.3,15.0,99.8,404.0,1.5,4.0,30.0,"Rain, Overcast",rain,,fcst
211,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,18:00:00,1634900400,78.7,78.7,86.8,74.6,0.09,81.0,0.0,0.0,,6.3,5.8,116.5,1009.0,15.0,99.8,315.0,1.1,3.0,30.0,"Rain, Overcast",rain,,fcst
212,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,19:00:00,1634904000,78.2,78.2,88.5,74.6,0.0,52.4,0.0,0.0,,6.3,5.6,116.7,1009.7,15.0,99.9,210.0,0.8,2.0,30.0,"Rain, Overcast",rain,,fcst
213,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,20:00:00,1634907600,77.7,77.7,90.3,74.7,0.0,52.4,0.0,0.0,,6.4,5.4,117.0,1010.3,15.0,99.9,105.0,0.4,1.0,30.0,"Rain, Overcast",rain,,fcst
214,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,21:00:00,1634911200,77.3,77.3,92.0,74.7,0.0,52.4,0.0,0.0,,6.5,5.1,117.2,1011.0,15.0,100.0,0.0,0.0,0.0,30.0,"Rain, Overcast",rain,,fcst
215,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,22:00:00,1634914800,76.9,76.9,92.5,74.6,0.0,52.4,0.0,0.0,,6.4,5.1,116.1,1010.7,15.0,68.3,0.0,0.0,0.0,30.0,"Rain, Partially cloudy",rain,,fcst
216,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-22,1634835600,86.4,76.2,80.4,96.2,76.2,83.9,74.9,84.0,0.73,81.0,,['rain'],0.0,0.0,9.6,5.8,109.0,1009.4,85.8,12.8,272.1,23.7,7.0,60.0,05:42:52,1634856172,17:32:40,1634898760,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,23:00:00,1634918400,76.6,76.6,93.1,74.5,0.0,52.4,0.0,0.0,,6.3,5.0,115.0,1010.3,15.0,36.7,0.0,0.0,0.0,30.0,"Rain, Partially cloudy",rain,,fcst
217,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-23,1634922000,89.0,75.1,80.8,98.2,75.1,84.6,74.4,81.8,0.34,71.4,,['rain'],0.0,0.0,10.3,6.3,147.3,1010.3,44.7,15.0,260.0,22.3,7.0,60.0,05:43:00,1634942580,17:32:14,1634985134,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,00:00:00,1634922000,76.2,76.2,93.6,74.4,0.0,52.4,0.0,0.0,,6.3,4.9,113.9,1010.0,15.0,5.0,0.0,0.0,0.0,30.0,Rain,rain,,fcst
218,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-23,1634922000,89.0,75.1,80.8,98.2,75.1,84.6,74.4,81.8,0.34,71.4,,['rain'],0.0,0.0,10.3,6.3,147.3,1010.3,44.7,15.0,260.0,22.3,7.0,60.0,05:43:00,1634942580,17:32:14,1634985134,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,01:00:00,1634925600,75.8,75.8,93.4,73.9,0.0,42.9,0.0,0.0,,5.7,4.7,108.1,1010.0,15.0,5.0,0.0,0.0,0.0,10.0,Clear,clear-night,,fcst
219,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-23,1634922000,89.0,75.1,80.8,98.2,75.1,84.6,74.4,81.8,0.34,71.4,,['rain'],0.0,0.0,10.3,6.3,147.3,1010.3,44.7,15.0,260.0,22.3,7.0,60.0,05:43:00,1634942580,17:32:14,1634985134,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,02:00:00,1634929200,75.5,75.5,93.3,73.4,0.0,42.9,0.0,0.0,,5.1,4.5,102.2,1010.0,15.0,5.0,0.0,0.0,0.0,10.0,Clear,clear-night,,fcst
220,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-23,1634922000,89.0,75.1,80.8,98.2,75.1,84.6,74.4,81.8,0.34,71.4,,['rain'],0.0,0.0,10.3,6.3,147.3,1010.3,44.7,15.0,260.0,22.3,7.0,60.0,05:43:00,1634942580,17:32:14,1634985134,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,03:00:00,1634932800,75.1,75.1,93.1,72.9,0.0,42.9,0.0,0.0,,4.5,4.3,96.4,1010.0,15.0,5.0,0.0,0.0,0.0,10.0,Clear,clear-night,,fcst
221,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-23,1634922000,89.0,75.1,80.8,98.2,75.1,84.6,74.4,81.8,0.34,71.4,,['rain'],0.0,0.0,10.3,6.3,147.3,1010.3,44.7,15.0,260.0,22.3,7.0,60.0,05:43:00,1634942580,17:32:14,1634985134,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,04:00:00,1634936400,75.9,75.9,91.6,73.2,0.0,42.9,0.0,0.0,,4.5,4.0,98.0,1010.3,15.0,3.5,6.7,0.0,0.0,10.0,Clear,clear-night,,fcst
222,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-23,1634922000,89.0,75.1,80.8,98.2,75.1,84.6,74.4,81.8,0.34,71.4,,['rain'],0.0,0.0,10.3,6.3,147.3,1010.3,44.7,15.0,260.0,22.3,7.0,60.0,05:43:00,1634942580,17:32:14,1634985134,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,05:00:00,1634940000,76.7,76.7,90.0,73.5,0.0,42.9,0.0,0.0,,4.6,3.7,99.5,1010.7,15.0,2.0,13.3,0.0,0.0,10.0,Clear,clear-night,,fcst
223,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-23,1634922000,89.0,75.1,80.8,98.2,75.1,84.6,74.4,81.8,0.34,71.4,,['rain'],0.0,0.0,10.3,6.3,147.3,1010.3,44.7,15.0,260.0,22.3,7.0,60.0,05:43:00,1634942580,17:32:14,1634985134,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,06:00:00,1634943600,77.4,77.4,88.5,73.8,0.0,42.9,0.0,0.0,,4.7,3.4,101.1,1011.0,15.0,0.5,20.0,0.1,0.0,10.0,Clear,clear-day,,fcst
224,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-23,1634922000,89.0,75.1,80.8,98.2,75.1,84.6,74.4,81.8,0.34,71.4,,['rain'],0.0,0.0,10.3,6.3,147.3,1010.3,44.7,15.0,260.0,22.3,7.0,60.0,05:43:00,1634942580,17:32:14,1634985134,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,07:00:00,1634947200,80.0,84.7,83.0,74.3,0.0,52.4,0.0,0.0,,3.8,2.8,108.5,1011.3,15.0,4.2,203.0,0.7,2.0,10.0,Rain,rain,,fcst
225,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-23,1634922000,89.0,75.1,80.8,98.2,75.1,84.6,74.4,81.8,0.34,71.4,,['rain'],0.0,0.0,10.3,6.3,147.3,1010.3,44.7,15.0,260.0,22.3,7.0,60.0,05:43:00,1634942580,17:32:14,1634985134,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,08:00:00,1634950800,82.6,89.6,77.5,74.8,0.0,52.4,0.0,0.0,,2.9,2.3,115.9,1011.7,15.0,7.9,386.0,1.4,4.0,30.0,Rain,rain,,fcst
226,1,10.762622,106.660172,"10.762622,106.660172","10.762622,106.660172",Asia/Ho_Chi_Minh,7.0,Similar temperatures continuing with a chance of rain multiple days.,2021-10-23,1634922000,89.0,75.1,80.8,98.2,75.1,84.6,74.4,81.8,0.34,71.4,,['rain'],0.0,0.0,10.3,6.3,147.3,1010.3,44.7,15.0,260.0,22.3,7.0,60.0,05:43:00,1634942580,17:32:14,1634985134,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,,fcst,09:00:00,1634954400,85.2,93.9,72.0,75.3,0.0,52.4,0.0,0.0,,2.0,1.8,123.3,1012.0,15.0,11.6,569.0,2.0,6.0,30.0,Rain,rain,,fcst
